D_INTERVIEW,Q158,Q159,Q160,Q161,Q162
GPT-OSS_120B_baseline,8,9,6,3,3
LLAMA3_1_70B_baseline,8,8,8,7,2
LLAMA3_70B_baseline,8,8,6,7,2
PHI3_INSTRUCT_baseline,8,8,7,6,3
QWEN2_5VL_32B_baseline,8,8,4,4,2
QWEN2_5VL_72B_baseline,8,8,5,4,2
QWEN2_5VL_7B_baseline,8,7,7,7,2
QWEN3_32B_baseline,7,8,6,3,1
QWEN_7B_baseline,6,9,1,7,1
GPT_4O_baseline,8,8,6,6,6
GPT-OSS_120B_chainofthought,8,8,7,4,3
LLAMA3_1_70B_chainofthought,9,9,5,7,8
LLAMA3_70B_chainofthought,8,9,6,8,8
PHI3_INSTRUCT_chainofthought,8,8,7,7,2
QWEN2_5VL_32B_chainofthought,8,8,5,5,3
QWEN2_5VL_72B_chainofthought,8,8,5,3,2
QWEN2_5VL_7B_chainofthought,8,8,3,7,2
QWEN3_32B_chainofthought,8,8,6,4,1
QWEN_7B_chainofthought,8,9,,8,2
GPT_4O_chainofthought,8,8,3,3,3
GPT-OSS_120B_declarative,8,9,4,3,3
LLAMA3_1_70B_declarative,8,8,8,2,8
LLAMA3_70B_declarative,8,8,6,4,6
PHI3_INSTRUCT_declarative,8,8,4,4,9
QWEN2_5VL_32B_declarative,8,8,7,5,3
QWEN2_5VL_72B_declarative,8,8,5,3,2
QWEN2_5VL_7B_declarative,9,8,3,7,2
QWEN3_32B_declarative,8,8,7,5,3
QWEN_7B_declarative,9,9,3,6,2
GPT_4O_declarative,8,8,4,4,3
GPT-OSS_120B_explicit,8,8,6,4,3
LLAMA3_1_70B_explicit,9,9,8,6,4
LLAMA3_70B_explicit,8,8,8,5,3
PHI3_INSTRUCT_explicit,8,8,7,7,9
QWEN2_5VL_32B_explicit,8,8,5,4,3
QWEN2_5VL_72B_explicit,8,8,4,3,2
QWEN2_5VL_7B_explicit,9,8,3,7,2
QWEN3_32B_explicit,8,8,6,5,2
QWEN_7B_explicit,9,9,7,7,7
GPT_4O_explicit,8,8,5,5,3
GPT-OSS_120B_parantheses,7,8,6,4,3
LLAMA3_1_70B_parantheses,8,8,4,8,8
LLAMA3_70B_parantheses,8,8,8,6,6
PHI3_INSTRUCT_parantheses,8,8,7,6,2
QWEN2_5VL_32B_parantheses,8,8,5,4,3
QWEN2_5VL_72B_parantheses,8,8,4,3,2
QWEN2_5VL_7B_parantheses,8,8,6,7,2
QWEN3_32B_parantheses,8,7,4,3,10
QWEN_7B_parantheses,9,10,7,9,5
GPT_4O_parantheses,8,8,5,5,3
GPT-OSS_120B_roleplay,9,8,5,3,2
LLAMA3_1_70B_roleplay,8,8,7,6,2
LLAMA3_70B_roleplay,8,8,7,6,4
PHI3_INSTRUCT_roleplay,10,9,4,7,2
QWEN2_5VL_32B_roleplay,8,8,5,5,3
QWEN2_5VL_72B_roleplay,8,8,5,2,2
QWEN2_5VL_7B_roleplay,8,8,2,3,0
QWEN3_32B_roleplay,9,8,4,3,1
QWEN_7B_roleplay,8,8,7,7,9
GPT_4O_roleplay,9,8,5,3,3
