D_INTERVIEW,Q58,Q59,Q60,Q61,Q62,Q63
GPT-OSS_120B_baseline,1,2,1,3,2,2
LLAMA3_1_70B_baseline,1,2,2,2,3,2
LLAMA3_70B_baseline,1,2,1,3,3,3
PHI3_INSTRUCT_baseline,1,2,2,2,3,2
QWEN2_5VL_32B_baseline,1,2,1,3,3,3
QWEN2_5VL_72B_baseline,1,2,1,3,3,3
QWEN2_5VL_7B_baseline,3,3,3,3,3,3
QWEN3_32B_baseline,1,2,1,2,2,2
QWEN_7B_baseline,1,4,1,2,2,3
GPT_4O_baseline,1,3,2,3,3,3
GPT-OSS_120B_chainofthought,1,2,1,3,2,2
LLAMA3_1_70B_chainofthought,1,2,1,3,2,2
LLAMA3_70B_chainofthought,1,2,1,3,3,2
PHI3_INSTRUCT_chainofthought,2,2,2,2,2,2
QWEN2_5VL_32B_chainofthought,1,2,1,3,3,3
QWEN2_5VL_72B_chainofthought,1,2,1,3,3,3
QWEN2_5VL_7B_chainofthought,3,3,3,3,3,3
QWEN3_32B_chainofthought,1,2,1,3,3,3
QWEN_7B_chainofthought,3,3,3,3,4,3
GPT_4O_chainofthought,1,2,1,3,3,3
GPT-OSS_120B_declarative,1,2,1,2,2,2
LLAMA3_1_70B_declarative,1,2,1,2,2,2
LLAMA3_70B_declarative,1,2,1,3,2,2
PHI3_INSTRUCT_declarative,2,2,2,2,2,2
QWEN2_5VL_32B_declarative,1,3,1,2,3,3
QWEN2_5VL_72B_declarative,1,2,1,3,3,3
QWEN2_5VL_7B_declarative,3,3,3,3,3,3
QWEN3_32B_declarative,1,2,1,2,3,3
QWEN_7B_declarative,3,3,3,3,3,2
GPT_4O_declarative,1,2,1,3,3,3
GPT-OSS_120B_explicit,1,2,1,3,2,2
LLAMA3_1_70B_explicit,1,2,1,3,3,2
LLAMA3_70B_explicit,1,1,1,3,2,3
PHI3_INSTRUCT_explicit,1,2,2,2,2,2
QWEN2_5VL_32B_explicit,1,1,1,3,3,3
QWEN2_5VL_72B_explicit,1,2,1,3,3,3
QWEN2_5VL_7B_explicit,3,3,3,3,3,3
QWEN3_32B_explicit,1,2,1,2,3,2
QWEN_7B_explicit,3,3,3,2,3,3
GPT_4O_explicit,1,2,2,3,3,3
GPT-OSS_120B_parantheses,1,2,1,3,2,2
LLAMA3_1_70B_parantheses,1,1,1,2,2,2
LLAMA3_70B_parantheses,1,2,1,3,2,2
PHI3_INSTRUCT_parantheses,1,2,2,2,2,2
QWEN2_5VL_32B_parantheses,1,1,1,3,2,2
QWEN2_5VL_72B_parantheses,1,2,1,3,3,3
QWEN2_5VL_7B_parantheses,3,3,3,3,3,3
QWEN3_32B_parantheses,1,2,1,3,2,2
QWEN_7B_parantheses,1,3,3,4,3,3
GPT_4O_parantheses,1,3,1,3,3,3
GPT-OSS_120B_roleplay,1,2,1,3,2,3
LLAMA3_1_70B_roleplay,1,2,1,3,2,3
LLAMA3_70B_roleplay,1,1,1,3,2,2
PHI3_INSTRUCT_roleplay,1,2,1,2,2,2
QWEN2_5VL_32B_roleplay,1,2,1,2,2,2
QWEN2_5VL_72B_roleplay,1,2,1,4,3,3
QWEN2_5VL_7B_roleplay,3,3,3,3,3,3
QWEN3_32B_roleplay,1,2,1,3,2,2
QWEN_7B_roleplay,3,3,3,3,3,3
GPT_4O_roleplay,1,2,1,3,3,3
